Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
SUNTV,Sun TV Network Limited,Small Cap,Media Entertainment & Publication,INE424H01027,24-APR-2006,Nifty Smallcap 250
SPLPETRO,Supreme Petrochem Limited,Small Cap,Chemicals,INE663A01033,24-MAY-2022,Nifty Smallcap 250
SWANCORP,SWAN CORP LIMITED,Small Cap,Chemicals,INE665A01038,29-MAY-2012,Nifty Smallcap 250
SYNGENE,Syngene International Limited,Small Cap,Healthcare,INE398R01022,11-AUG-2015,Nifty Smallcap 250
SYRMA,Syrma SGS Technology Limited,Small Cap,Capital Goods,INE0DYJ01015,26-AUG-2022,Nifty Smallcap 250
TBOTEK,TBO Tek Limited,Small Cap,Consumer Services,INE673O01025,15-MAY-2024,Nifty Smallcap 250
TATACHEM,Tata Chemicals Limited,Small Cap,Chemicals,INE092A01019,01-APR-1999,Nifty Smallcap 250
TATATECH,Tata Technologies Limited,Small Cap,Information Technology,INE142M01025,30-NOV-2023,Nifty Smallcap 250
TTML,Tata Teleservices (Maharashtra) Limited,Small Cap,Telecommunication,INE517B01013,20-OCT-2000,Nifty Smallcap 250
TECHNOE,Techno Electric & Engineering Company Limited,Small Cap,Construction,INE285K01026,04-DEC-2018,Nifty Smallcap 250
TEGA,Tega Industries Limited,Small Cap,Capital Goods,INE011K01018,13-DEC-2021,Nifty Smallcap 250
TEJASNET,Tejas Networks Limited,Small Cap,Telecommunication,INE010J01012,27-JUN-2017,Nifty Smallcap 250
TENNIND,Tenneco Clean Air India Limited,Small Cap,Automobile and Auto Components,INE19RI01016,19-NOV-2025,Nifty Smallcap 250
RAMCOCEM,The Ramco Cements Limited,Small Cap,Construction Materials,INE331A01037,09-APR-1997,Nifty Smallcap 250
TIMKEN,Timken India Limited,Small Cap,Capital Goods,INE325A01013,06-FEB-2007,Nifty Smallcap 250
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Small Cap,Capital Goods,INE615H01020,21-APR-2008,Nifty Smallcap 250
TARIL,Transformers And Rectifiers (India) Limited,Small Cap,Capital Goods,INE763I01026,28-DEC-2007,Nifty Smallcap 250
TRAVELFOOD,Travel Food Services Limited,Small Cap,Consumer Services,INE103V01028,14-JUL-2025,Nifty Smallcap 250
TRIDENT,Trident Limited,Small Cap,Textiles,INE064C01022,21-FEB-2001,Nifty Smallcap 250
TRITURBINE,Triveni Turbine Limited,Small Cap,Capital Goods,INE152M01016,28-OCT-2011,Nifty Smallcap 250
UCOBANK,UCO Bank,Small Cap,Financial Services,INE691A01018,09-OCT-2003,Nifty Smallcap 250
UTIAMC,UTI Asset Management Company Limited,Small Cap,Financial Services,INE094J01016,12-OCT-2020,Nifty Smallcap 250
URBANCO,Urban Company Limited,Small Cap,Consumer Services,INE0CAZ01013,17-SEP-2025,Nifty Smallcap 250
USHAMART,Usha Martin Limited,Small Cap,Capital Goods,INE228A01035,11-OCT-2000,Nifty Smallcap 250
VTL,Vardhman Textiles Limited,Small Cap,Textiles,INE825A01020,14-JAN-2003,Nifty Smallcap 250
VIJAYA,Vijaya Diagnostic Centre Limited,Small Cap,Healthcare,INE043W01024,14-SEP-2021,Nifty Smallcap 250
WELCORP,Welspun Corp Limited,Small Cap,Capital Goods,INE191B01025,24-MAY-2005,Nifty Smallcap 250
WELSPUNLIV,Welspun Living Limited,Small Cap,Textiles,INE192B01031,04-DEC-2003,Nifty Smallcap 250
WHIRLPOOL,Whirlpool of India Limited,Small Cap,Consumer Durables,INE716A01013,06-APR-2010,Nifty Smallcap 250
WOCKPHARMA,Wockhardt Limited,Small Cap,Healthcare,INE049B01025,23-FEB-2000,Nifty Smallcap 250
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Small Cap,Automobile and Auto Components,INE342J01019,01-OCT-2008,Nifty Smallcap 250
ZEEL,Zee Entertainment Enterprises Limited,Small Cap,Media Entertainment & Publication,INE256A01028,09-SEP-1998,Nifty Smallcap 250
ZENTEC,Zen Technologies Limited,Small Cap,Capital Goods,INE251B01027,30-MAR-2015,Nifty Smallcap 250
ZENSARTECH,Zensar Technologies Limited,Small Cap,Information Technology,INE520A01027,09-JUL-2003,Nifty Smallcap 250
ZYDUSWELL,Zydus Wellness Limited,Small Cap,Fast Moving Consumer Goods,INE768C01028,13-NOV-2009,Nifty Smallcap 250
ECLERX,eClerx Services Limited,Small Cap,Services,INE738I01010,31-DEC-2007,Nifty Smallcap 250
